Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	PCR Ribotype	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number	No. N's	Assembly Barcode	Version
CLO_DA0102AA	D19MD348	traces-0XXqTgZ;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-D					2022-09-06	2023-09-13	CLO_DA0102AA	Assembled	205	681180	4273796	Clostridioides difficile;97.36%	71	1886	CLO_FA5325AA_AS	4.1
CLO_DA0103AA	D19MD351	traces-0vzmdnR;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-D					2022-09-06	2023-09-13	CLO_DA0103AA	Assembled	204	657727	4272941	Clostridioides difficile;91.66%	68	1999	CLO_FA5326AA_AS	4.1
CLO_DA0105AA	D19MD354	traces-0znbsrL;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-D					2022-09-06	2023-09-13	CLO_DA0105AA	Assembled	204	691437	4272866	Clostridioides difficile;93.94%	64	1831	CLO_FA5328AA_AS	4.1
CLO_DA0106AA	D19MD363	traces-0FrkpBZ;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Biogas plant	2019				Europe	France							Anses, HQPAP Unit, C. Le Marechal	10	BP6-P					2022-09-06	2023-09-13	CLO_DA0106AA	Assembled	204	681180	4272127	Clostridioides difficile;94.28%	63	1810	CLO_FA5329AA_AS	4.1
CLO_DA1478AA	CD105KSE9	traces-0GXPdCz;ILLUMINA;Paired;;NA;Uploaded	Environment	Environment						Asia	Iraq							University of Leicester	10	Clade 1					2023-04-03	2023-04-03	CLO_DA1478AA	Assembled	241	576956	4152753	Clostridioides difficile;86.21%	52	796	CLO_FA6958AA_AS	5.1
CLO_BA9556AA	CD-16-00526	ERR3473772;ILLUMINA;Paired;121;ERX3495414;SRA	Human	Human	Homo sapiens; stool sample	2010				Europe	Germany							Leibniz Institute DSMZ	9		PRJEB33868	ERP116699	SAMEA5849464	ERS3637993	2020-02-03	2020-01-31	CLO_BA9556AA	Assembled	153	281118	4188136	Clostridioides difficile;100.0%	44	6845	CLO_DA7991AA_AS	4.1
CLO_BA9788AA	CD-16-00175	ERR3465607;ILLUMINA;Paired;135;ERX3487285;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	9		PRJEB33779	ERP116599	SAMEA5843036	ERS3631583	2020-02-03	2020-01-31	CLO_BA9788AA	Assembled	89	257608	4132456	Clostridioides difficile;100.0%	54	8334	CLO_DA7758AA_AS	4.1
CLO_CA8147AA	SMG-21-2326	traces-0mbveur;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Feline	Felis catus	2021	12			Europe	United Kingdom	Scotland						SSSCDRL	9						2022-01-05	2022-01-05	CLO_CA8147AA	Assembled	173	312360	4292506	Clostridioides difficile;96.77%	52	6544	CLO_FA3275AA_AS	4.1
CLO_CA8150AA	SMG-21-2334	traces-0asFZLh;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine	Canis familiaris	2021	12			Europe	United Kingdom	Scotland						SSSCDRL	9						2022-01-05	2022-01-05	CLO_CA8150AA	Assembled	170	343268	4155148	Clostridioides difficile;100.0%	43	5494	CLO_FA3278AA_AS	4.1
CLO_BA9916AA	CD-15-00927	ERR3465476;ILLUMINA;Paired;120;ERX3487154;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	6		PRJEB33779	ERP116599	SAMEA5843117	ERS3631664	2020-02-03	2020-01-31	CLO_BA9916AA	Assembled	171	229514	4099516	Clostridioides difficile;100.0%	55	7619	CLO_DA7630AA_AS	4.1
CLO_AA0539AA	CD105HS10	ERR833662;ILLUMINA;Paired;250;ERX913752;SRA	Environment	Soil/Dust						Europe	United Kingdom							KEMRI-Wellcome Trust Research Programme	5		PRJEB8943	ERP009985	SAMEA3312057	ERS688191	2016-01-07	2015-08-28	CLO_AA0539AA	Assembled	67	246582	4322020	Clostridioides difficile;92.13%	72	1518	CLO_AA0239AA_AS	3.32
CLO_AA2409AA	C00002831	ERR142456;ILLUMINA;Paired;200;ERX118460;SRA																University of Oxford	5		PRJEB3093	ERP001520	SAMEA1571614	ERS150167	2016-07-29	2012-11-09	CLO_AA2409AA	Assembled	31	82834	4319279	Clostridioides difficile;91.77%	112	9903	CLO_AA6623AA_AS	3.51
CLO_AA3472AA	C00000034	ERR126242;ILLUMINA;Paired;200;ERX102391;SRA								Europe	United Kingdom							University of Oxford	5		PRJEB3010	ERP001417	SAMEA1487090	ERS139367	2016-07-29	2012-08-28	CLO_AA3472AA	Assembled	50	124316	4355982	Clostridioides difficile;94.06%	108	6432	CLO_AA4548AA_AS	3.51
CLO_AA7847AA	e01	SRR6042356;ILLUMINA;Paired;;SRX3190045;SRA	Human	Human	Homo sapiens; stool	2010				North America	United States	Missouri	Saint Louis County					The Genome Institute at Washington University School of Medicine	5		PRJNA350702	SRP116914	SAMN06210613	SRS2517416	2017-09-16	2017-09-15	CLO_AA7847AA	Assembled	135	210814	4366002	Clostridioides difficile;90.0%	80	793	CLO_BA3375AA_AS	3.61
CLO_AA7856AA	b09	SRR6042365;ILLUMINA;Paired;;SRX3190036;SRA	Human	Human	Homo sapiens; stool	2010				North America	United States	Missouri	Saint Louis County					The Genome Institute at Washington University School of Medicine	5		PRJNA350702	SRP116914	SAMN06210596	SRS2517407	2017-09-16	2017-09-15	CLO_AA7856AA	Assembled	150	251639	4358347	Clostridioides difficile;86.53%	83	838	CLO_BA3366AA_AS	3.61
CLO_AA7861AA	a02	SRR6042370;ILLUMINA;Paired;;SRX3190031;SRA	Human	Human	Homo sapiens; stool	2010				North America	United States	Missouri	Saint Louis County					The Genome Institute at Washington University School of Medicine	5		PRJNA350702	SRP116914	SAMN06210582	SRS2517402	2017-09-16	2017-09-15	CLO_AA7861AA	Assembled	116	209784	4278320	Clostridioides difficile;90.58%	83	1046	CLO_BA3361AA_AS	3.61
CLO_BA9401AA	CD-16-00159	ERR3465591;ILLUMINA;Paired;109;ERX3487269;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	5		PRJEB33779	ERP116599	SAMEA5843046	ERS3631593	2020-02-03	2020-01-31	CLO_BA9401AA	Assembled	147	337240	4266851	Clostridioides difficile;96.3%	50	55565	CLO_DA8146AA_AS	4.1
CLO_BA9535AA	CD-16-00537	ERR3473793;ILLUMINA;Paired;150;ERX3495435;SRA	Human	Human	Homo sapiens; stool sample	2010				Europe	Germany							Leibniz Institute DSMZ	5		PRJEB33868	ERP116699	SAMEA5849474	ERS3638003	2020-02-03	2020-01-31	CLO_BA9535AA	Assembled	288	165538	4244055	Clostridioides difficile;100.0%	76	9010	CLO_DA8012AA_AS	4.1
CLO_BA9798AA	CD-16-00165	ERR3465597;ILLUMINA;Paired;153;ERX3487275;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	5		PRJEB33779	ERP116599	SAMEA5843043	ERS3631590	2020-02-03	2020-01-31	CLO_BA9798AA	Assembled	157	236851	4201972	Clostridioides difficile;100.0%	57	55424	CLO_DA7748AA_AS	4.1
CLO_BA9855AA	CD-16-00105	ERR3465538;ILLUMINA;Paired;150;ERX3487216;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	5		PRJEB33779	ERP116599	SAMEA5843080	ERS3631627	2020-02-03	2020-01-31	CLO_BA9855AA	Assembled	97	210871	4311566	Clostridioides difficile;100.0%	59	9528	CLO_DA7691AA_AS	4.1
CLO_BA9857AA	CD-16-00103	ERR3465536;ILLUMINA;Paired;114;ERX3487214;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	5		PRJEB33779	ERP116599	SAMEA5843082	ERS3631629	2020-02-03	2020-01-31	CLO_BA9857AA	Assembled	145	186191	4518719	Clostridioides difficile;89.11%	83	117626	CLO_DA7689AA_AS	4.1
CLO_BA9861AA	CD-16-00099	ERR3465532;ILLUMINA;Paired;150;ERX3487210;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	5		PRJEB33779	ERP116599	SAMEA5843085	ERS3631632	2020-02-03	2020-01-31	CLO_BA9861AA	Assembled	157	210725	4305571	Clostridioides difficile;100.0%	57	62145	CLO_DA7685AA_AS	4.1
CLO_CA0000AA	CD-15-00699	ERR3465392;ILLUMINA;Paired;103;ERX3487070;SRA	Human	Human	Homo sapiens; stool sample	2013				Europe	Germany							Leibniz Institute DSMZ	5		PRJEB33779	ERP116599	SAMEA5843179	ERS3631726	2020-02-03	2020-01-31	CLO_CA0000AA	Assembled	155	107094	4318768	Clostridioides difficile;98.57%	95	78883	CLO_DA7546AA_AS	4.1
CLO_CA0014AA	CD-15-00683	ERR3465378;ILLUMINA;Paired;132;ERX3487056;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	5		PRJEB33779	ERP116599	SAMEA5843189	ERS3631736	2020-02-03	2020-01-31	CLO_CA0014AA	Assembled	157	154438	4308337	Clostridioides difficile;100.0%	76	68708	CLO_DA7532AA_AS	4.1
CLO_CA0258AA	SMG-20-255	traces-0vYblBT;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	1			Europe	United Kingdom	Scotland						SSSCDRL	5						2020-02-11	2020-02-11	CLO_CA0258AA	Assembled	140	331769	4676578	Clostridioides difficile;100.0%	47	63015	CLO_DA8290AA_AS	4.1
CLO_CA0424AA	SMG-20-772	traces-0piinki;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	4			Europe	United Kingdom	Scotland						SSSCDRL	5						2020-05-07	2020-05-07	CLO_CA0424AA	Assembled	164	258814	4296843	Clostridioides difficile;100.0%	55	57676	CLO_DA8465AA_AS	4.1
CLO_CA1848AA	SMG-20-875	traces-0ObRUGV;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-05-28	2020-05-28	CLO_CA1848AA	Assembled	115	249135	4415630	Clostridioides difficile;93.0%	85	146551	CLO_EA4332AA_AS	4.1
CLO_CA1871AA	SMG-20-990	traces-0aTCYxS;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-06-15	2020-06-15	CLO_CA1871AA	Assembled	155	229641	4271369	Clostridioides difficile;93.61%	77	51541	CLO_EA4445AA_AS	4.1
CLO_CA1924AA	SMG-20-977	traces-0JGzJjU;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-06-16	2020-06-16	CLO_CA1924AA	Assembled	103	256055	4626554	Clostridioides difficile;100.0%	68	73369	CLO_EA4465AA_AS	4.1
CLO_CA1948AA	SMG-20-1134	traces-0wHnAXK;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	5						2020-07-10	2020-07-10	CLO_CA1948AA	Assembled	120	258087	4277305	Clostridioides difficile;93.02%	71	57354	CLO_EA4655AA_AS	4.1
CLO_CA2000AA	SMG-20-1168	traces-0xhtcEO;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	5						2020-07-13	2020-07-13	CLO_CA2000AA	Assembled	91	210017	4487869	Clostridioides difficile;100.0%	64	54552	CLO_EA4807AA_AS	4.1
CLO_CA2002AA	SMG-20-1171	traces-0yRpOZA;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	5						2020-07-13	2020-07-13	CLO_CA2002AA	Assembled	156	301236	4343709	Clostridioides difficile;100.0%	43	6187	CLO_EA4809AA_AS	4.1
CLO_CA2010AA	SMG-20-1162	traces-0HcYJnM;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	5						2020-07-13	2020-07-13	CLO_CA2010AA	Assembled	129	277770	4215856	Clostridioides difficile;100.0%	43	4437	CLO_EA4817AA_AS	4.1
CLO_CA2012AA	SMG-20-1160	traces-0ycQsfC;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	5						2020-07-13	2020-07-13	CLO_CA2012AA	Assembled	186	330549	4505749	Clostridioides difficile;93.33%	71	139702	CLO_EA4819AA_AS	4.1
CLO_CA2088AA	SMG-20-1226	traces-0agMVej;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	7			Europe	United Kingdom	Scotland						SSSCDRL	5						2020-08-07	2020-08-07	CLO_CA2088AA	Assembled	113	264114	4458329	Clostridioides difficile;85.29%	60	100992	CLO_EA5269AA_AS	4.1
CLO_CA2620AA	SMG-20-1378	traces-0KOoYkP;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	5						2020-08-24	2020-08-24	CLO_CA2620AA	Assembled	234	301003	4311443	Clostridioides difficile;100.0%	46	89058	CLO_EA5874AA_AS	4.1
CLO_CA2623AA	SMG-20-1341	traces-0fJCTXx;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	5						2020-08-24	2020-08-24	CLO_CA2623AA	Assembled	97	306818	4320755	Clostridioides difficile;89.99%	55	125358	CLO_EA5877AA_AS	4.1
CLO_CA2628AA	SMG-20-1342	traces-0SsDoJE;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	5						2020-08-24	2020-08-24	CLO_CA2628AA	Assembled	193	258266	4298616	Clostridioides difficile;96.67%	53	57628	CLO_EA5883AA_AS	4.1
CLO_CA2692AA	SMG-20-1409	traces-0fRZumR;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	5						2020-08-31	2020-08-31	CLO_CA2692AA	Assembled	145	209900	4505813	Clostridioides difficile;88.88%	61	100732	CLO_EA5947AA_AS	4.1
CLO_CA2777AA	SIRN_HG-001	traces-0QWoUTZ;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-11	2020-09-11	CLO_CA2777AA	Assembled	71	448066	4402046	Clostridioides difficile;96.15%	46	67111	CLO_EA5958AA_AS	4.1
CLO_CA2794AA	SIRN_HA-019	traces-0ZEQmbo;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-14	2020-09-14	CLO_CA2794AA	Assembled	112	476118	4412465	Clostridioides difficile;100.0%	47	76887	CLO_EA5975AA_AS	4.1
CLO_CA2801AA	SIRN_ST-010	traces-0LJafFA;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-14	2020-09-14	CLO_CA2801AA	Assembled	105	305269	4373785	Clostridioides difficile;96.16%	49	70756	CLO_EA5982AA_AS	4.1
CLO_CA2807AA	SIRN_HD-004	traces-0sdFYgM;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-14	2020-09-14	CLO_CA2807AA	Assembled	104	358199	4429668	Clostridioides difficile;90.0%	56	51275	CLO_EA5988AA_AS	4.1
CLO_CA2812AA	SIRN_HT-001	traces-0gmmiFC;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-14	2020-09-14	CLO_CA2812AA	Assembled	132	476200	4219482	Clostridioides difficile;100.0%	55	51832	CLO_EA5993AA_AS	4.1
CLO_CA2829AA	SIRN_SH-010	traces-0VVNFZw;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-14	2020-09-14	CLO_CA2829AA	Assembled	110	448698	4539627	Clostridioides difficile;95.83%	42	108477	CLO_EA6011AA_AS	4.1
CLO_CA2859AA	SIRN_SA-029	traces-0XBHzrQ;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-14	2020-09-14	CLO_CA2859AA	Assembled	102	295583	4442966	Clostridioides difficile;100.0%	51	9994	CLO_EA6041AA_AS	4.1
CLO_CA2869AA	SIRN_ST-036	traces-0yrIRPp;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-14	2020-09-14	CLO_CA2869AA	Assembled	82	286396	4530824	Clostridioides difficile;100.0%	53	55862	CLO_EA6051AA_AS	4.1
CLO_CA2880AA	SIRN_HG-012	traces-0KnItzv;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-15	2020-09-15	CLO_CA2880AA	Assembled	81	323981	4533524	Clostridioides difficile;96.0%	52	49078	CLO_EA6207AA_AS	4.1
CLO_CA2894AA	SIRN_OT-006	traces-0lmrhDT;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-15	2020-09-15	CLO_CA2894AA	Assembled	140	476123	4207672	Clostridioides difficile;100.0%	45	54467	CLO_EA6076AA_AS	4.1
CLO_CA2903AA	SIRN_ST-031	traces-0ZRjyLv;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-15	2020-09-15	CLO_CA2903AA	Assembled	72	356572	4422734	Clostridioides difficile;95.0%	62	65800	CLO_EA6085AA_AS	4.1
CLO_CA2949AA	SIRN_TAY-136	traces-0QOERlF;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2009				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-15	2020-09-15	CLO_CA2949AA	Assembled	84	287538	4391616	Clostridioides difficile;96.0%	51	66984	CLO_EA6134AA_AS	4.1
CLO_CA2989AA	SIRN_HT-013	traces-0dXDmAZ;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	5						2020-09-15	2020-09-15	CLO_CA2989AA	Assembled	102	356800	4311938	Clostridioides difficile;100.0%	46	11752	CLO_EA6174AA_AS	4.1
CLO_CA5027AA	BfR-CL-00191	traces-0sYjjGW;ILLUMINA;Paired;;NA;Uploaded								Europe	Germany							BfR	5						2021-01-14	2021-01-14	CLO_CA5027AA	Assembled	139	301031	4306702	Clostridioides difficile;100.0%	50	6627	CLO_EA8328AA_AS	4.1
CLO_CA5044AA	BfR-CL-00260	traces-0YfcsNZ;ILLUMINA;Paired;;NA;Uploaded								Europe	Germany							BfR	5						2021-01-14	2021-01-14	CLO_CA5044AA	Assembled	145	279402	4217429	Clostridioides difficile;100.0%	46	9010	CLO_EA8344AA_AS	4.1
CLO_CA5048AA	BfR-CL-00257	traces-0otOCZp;ILLUMINA;Paired;;NA;Uploaded								Europe	Germany							BfR	5						2021-01-14	2021-01-14	CLO_CA5048AA	Assembled	155	287278	4218463	Clostridioides difficile;100.0%	46	9398	CLO_EA8348AA_AS	4.1
CLO_CA5060AA	BfR-CL-00667	traces-0wnAHzr;ILLUMINA;Paired;;NA;Uploaded								Europe	Germany							BfR	5						2021-01-14	2021-01-14	CLO_CA5060AA	Assembled	194	287375	4279010	Clostridioides difficile;96.16%	48	6448	CLO_EA8360AA_AS	4.1
CLO_CA5062AA	BfR-CL-00669	traces-0yTyqNk;ILLUMINA;Paired;;NA;Uploaded								Europe	Germany							BfR	5						2021-01-14	2021-01-14	CLO_CA5062AA	Assembled	164	247845	4237182	Clostridioides difficile;100.0%	60	8422	CLO_EA8362AA_AS	4.1
CLO_CA5484AA	SMG-21-230	traces-0ePbmJd;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-01	2021-02-01	CLO_CA5484AA	Assembled	115	213729	4498944	Clostridioides difficile;88.89%	64	96415	CLO_EA8784AA_AS	4.1
CLO_CA5485AA	SMG-21-239	traces-0DUjCew;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-01	2021-02-01	CLO_CA5485AA	Assembled	135	264170	4591679	Clostridioides difficile;97.56%	71	114559	CLO_EA8785AA_AS	4.1
CLO_CA5486AA	SMG-21-250	traces-0bHdoeu;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-01	2021-02-01	CLO_CA5486AA	Assembled	34	277464	4382026	Clostridioides difficile;96.3%	42	109431	CLO_EA8786AA_AS	4.1
CLO_CA5487AA	SMG-21-236	traces-0QhwVXX;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2019				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-01	2021-02-01	CLO_CA5487AA	Assembled	98	212983	4326789	Clostridioides difficile;95.92%	86	11633	CLO_EA8787AA_AS	4.1
CLO_CA5489AA	SMG-21-238	traces-0zMwQJn;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-01	2021-02-01	CLO_CA5489AA	Assembled	138	379749	4366168	Clostridioides difficile;96.0%	46	12147	CLO_EA8789AA_AS	4.1
CLO_CA5490AA	SMG-21-244	traces-0ZpYgNp;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-01	2021-02-01	CLO_CA5490AA	Assembled	143	259175	4405422	Clostridioides difficile;89.29%	50	87782	CLO_EA8790AA_AS	4.1
CLO_CA5491AA	SMG-21-242	traces-0GYEzdv;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-01	2021-02-01	CLO_CA5491AA	Assembled	120	255241	4233879	Clostridioides difficile;94.6%	62	10094	CLO_EA8791AA_AS	4.1
CLO_CA5492AA	SMG-21-228	traces-0WVKVaI;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-01	2021-02-01	CLO_CA5492AA	Assembled	127	337046	4478219	Clostridioides difficile;96.55%	53	92976	CLO_EA8792AA_AS	4.1
CLO_CA5493AA	SMG-21-245	traces-0BWUymj;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-01	2021-02-01	CLO_CA5493AA	Assembled	94	318949	4397134	Clostridioides difficile;100.0%	52	6121	CLO_EA8793AA_AS	4.1
CLO_CA5494AA	SMG-21-234	traces-0pLijPD;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-01	2021-02-01	CLO_CA5494AA	Assembled	109	253780	4272127	Clostridioides difficile;95.74%	74	9484	CLO_EA8794AA_AS	4.1
CLO_CA5495AA	SMG-21-316	traces-0UXqibT;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2019				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-08	2021-02-08	CLO_CA5495AA	Assembled	123	408771	4694686	Clostridioides difficile;100.0%	59	66646	CLO_EA8797AA_AS	4.1
CLO_CA5496AA	SMG-21-299	traces-0KGMLwP;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-08	2021-02-08	CLO_CA5496AA	Assembled	143	210725	4487980	Clostridioides difficile;100.0%	62	53543	CLO_EA8796AA_AS	4.1
CLO_CA5497AA	SMG-21-291	traces-0igDjEj;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-08	2021-02-08	CLO_CA5497AA	Assembled	156	262363	4356092	Clostridioides difficile;91.67%	65	114029	CLO_EA8795AA_AS	4.1
CLO_CA5498AA	SMG-21-313	traces-0LsDPqb;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-08	2021-02-08	CLO_CA5498AA	Assembled	154	285210	4078892	Clostridioides difficile;100.0%	45	5560	CLO_EA8798AA_AS	4.1
CLO_CA5499AA	SMG-21-311	traces-0nHjgiR;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-08	2021-02-08	CLO_CA5499AA	Assembled	150	330549	4505971	Clostridioides difficile;93.48%	74	139386	CLO_EA8799AA_AS	4.1
CLO_CA5500AA	SMG-21-309	traces-0kQllpL;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	5						2021-02-08	2021-02-08	CLO_CA5500AA	Assembled	193	322371	4468641	Clostridioides difficile;100.0%	47	70051	CLO_EA8800AA_AS	4.1
CLO_CA7494AA	SMG-21-1547	traces-0lRDVkz;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	8			Europe	United Kingdom	Scotland						SSSCDRL	5						2021-09-06	2021-09-06	CLO_CA7494AA	Assembled	182	419828	4341653	Clostridioides difficile;94.74%	39	11893	CLO_FA2487AA_AS	4.1
CLO_CA7495AA	SMG-21-1561	traces-0QLHIDK;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	8			Europe	United Kingdom	Scotland						SSSCDRL	5						2021-09-06	2021-09-06	CLO_CA7495AA	Assembled	145	314314	4262370	Clostridioides difficile;100.0%	50	55062	CLO_FA2488AA_AS	4.1
CLO_CA7506AA	SMG-21-1581	traces-0wMNxsj;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	8			Europe	United Kingdom	Scotland						SSSCDRL	5						2021-09-07	2021-09-07	CLO_CA7506AA	Assembled	88	264046	4455871	Clostridioides difficile;95.34%	74	99758	CLO_FA2499AA_AS	4.1
CLO_CA7557AA	SMG-21-1658	traces-0hLrpeT;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	9			Europe	United Kingdom	Scotland						SSSCDRL	5						2021-09-22	2021-09-22	CLO_CA7557AA	Assembled	93	23010	4304533	Clostridioides difficile;99.67%	331	100343	CLO_FA2552AA_AS	4.1
CLO_CA7563AA	SMG-21-1688	traces-0WxGifG;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	9			Europe	United Kingdom	Scotland						SSSCDRL	5						2021-10-01	2021-10-01	CLO_CA7563AA	Assembled	229	301069	4317460	Clostridioides difficile;100.0%	52	53867	CLO_FA2558AA_AS	4.1
CLO_CA7664AA	SMG-21-1851	traces-0PbeMQb;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	10			Europe	United Kingdom	Scotland						SSSCDRL	5						2021-10-22	2021-10-22	CLO_CA7664AA	Assembled	178	258549	4367560	Clostridioides difficile;86.77%	110	123242	CLO_FA2666AA_AS	4.1
